"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"Rt[85,7]",0.539997714301044,0.00142389089271949,0.268416021953604,0.149220332150826,0.342586500362708,0.496591184262587,0.689775608193972,1.17326470735362,35535.583150149,1.00014295063965
"Rt[85,8]",0.567746391098088,0.0010485000692619,0.226290928803576,0.198428784948185,0.40005723106142,0.54526444024199,0.707558673914086,1.07007280601766,46579.7724918794,0.999993970027877
"Rt[85,9]",0.647078175158171,0.00149858539697834,0.278186127522479,0.213865670149445,0.442251274830802,0.611629473250283,0.813272027981875,1.27777157440317,34459.4185698009,1.00009960944306
"Rt[85,10]",1.03621390520912,0.00131496068366117,0.283608483754475,0.515236791578889,0.838473567073428,1.02427595214149,1.22035868772038,1.62543342562621,46517.1287417253,1.00002988891889
"Rt[85,11]",0.514621733436835,0.0010272690393822,0.208490393797544,0.178605582223971,0.361810107715669,0.492580776658221,0.641742034246273,0.983541403442685,41191.1294961476,0.999961514804543
"Rt[86,1]",1.00988703900281,0.00143743823106889,0.308167868925089,0.453411088328674,0.792184831146431,0.992691218054498,1.21197017883595,1.65170390753986,45961.7257771333,1.00002638184199
"Rt[86,2]",0.663275906102822,0.00126078940165061,0.269610795268299,0.231806724371574,0.463671145571011,0.633563008017616,0.828788701783116,1.2695903179936,45728.7632645947,0.999966809899982
"Rt[86,3]",0.574460006090022,0.000996296710812322,0.217224482027375,0.214343590629317,0.416677106980382,0.553858768054613,0.709635288734211,1.05504113266586,47537.9169480687,0.999989755829311
"Rt[86,4]",0.709187951680748,0.00134362643897775,0.287030477363927,0.247411403805866,0.498145101388355,0.677187208357786,0.885621761750717,1.35568645497612,45635.0934856226,0.999921887481588
"Rt[86,5]",0.547195963923698,0.000850283862734871,0.186529155715635,0.227782023475811,0.412944410287866,0.53330145790579,0.664567206720654,0.951877508516276,48124.4274194139,0.999969717280502
"Rt[86,6]",0.422899782443163,0.000878517869647891,0.187073730094591,0.132276811376365,0.284172568407399,0.39870023043109,0.535829197250274,0.846229899062343,45344.478558948,0.999944172668816
"Rt[86,7]",0.539997714301044,0.00142389089271949,0.268416021953604,0.149220332150826,0.342586500362708,0.496591184262587,0.689775608193972,1.17326470735362,35535.583150149,1.00014295063965
"Rt[86,8]",0.567746391098088,0.0010485000692619,0.226290928803576,0.198428784948185,0.40005723106142,0.54526444024199,0.707558673914086,1.07007280601766,46579.7724918794,0.999993970027877
"Rt[86,9]",0.647078175158171,0.00149858539697834,0.278186127522479,0.213865670149445,0.442251274830802,0.611629473250283,0.813272027981875,1.27777157440317,34459.4185698009,1.00009960944306
"Rt[86,10]",1.03621390520912,0.00131496068366117,0.283608483754475,0.515236791578889,0.838473567073428,1.02427595214149,1.22035868772038,1.62543342562621,46517.1287417253,1.00002988891889
"Rt[86,11]",0.514621733436835,0.0010272690393822,0.208490393797544,0.178605582223971,0.361810107715669,0.492580776658221,0.641742034246273,0.983541403442685,41191.1294961476,0.999961514804543
"Rt[87,1]",1.00988703900281,0.00143743823106889,0.308167868925089,0.453411088328674,0.792184831146431,0.992691218054498,1.21197017883595,1.65170390753986,45961.7257771333,1.00002638184199
"Rt[87,2]",0.663275906102822,0.00126078940165061,0.269610795268299,0.231806724371574,0.463671145571011,0.633563008017616,0.828788701783116,1.2695903179936,45728.7632645947,0.999966809899982
"Rt[87,3]",0.574460006090022,0.000996296710812322,0.217224482027375,0.214343590629317,0.416677106980382,0.553858768054613,0.709635288734211,1.05504113266586,47537.9169480687,0.999989755829311
"Rt[87,4]",0.709187951680748,0.00134362643897775,0.287030477363927,0.247411403805866,0.498145101388355,0.677187208357786,0.885621761750717,1.35568645497612,45635.0934856226,0.999921887481588
"Rt[87,5]",0.547195963923698,0.000850283862734871,0.186529155715635,0.227782023475811,0.412944410287866,0.53330145790579,0.664567206720654,0.951877508516276,48124.4274194139,0.999969717280502
"Rt[87,6]",0.422899782443163,0.000878517869647891,0.187073730094591,0.132276811376365,0.284172568407399,0.39870023043109,0.535829197250274,0.846229899062343,45344.478558948,0.999944172668816
"Rt[87,7]",0.539997714301044,0.00142389089271949,0.268416021953604,0.149220332150826,0.342586500362708,0.496591184262587,0.689775608193972,1.17326470735362,35535.583150149,1.00014295063965
"Rt[87,8]",0.567746391098088,0.0010485000692619,0.226290928803576,0.198428784948185,0.40005723106142,0.54526444024199,0.707558673914086,1.07007280601766,46579.7724918794,0.999993970027877
"Rt[87,9]",0.647078175158171,0.00149858539697834,0.278186127522479,0.213865670149445,0.442251274830802,0.611629473250283,0.813272027981875,1.27777157440317,34459.4185698009,1.00009960944306
"Rt[87,10]",1.03621390520912,0.00131496068366117,0.283608483754475,0.515236791578889,0.838473567073428,1.02427595214149,1.22035868772038,1.62543342562621,46517.1287417253,1.00002988891889
"Rt[87,11]",0.514621733436835,0.0010272690393822,0.208490393797544,0.178605582223971,0.361810107715669,0.492580776658221,0.641742034246273,0.983541403442685,41191.1294961476,0.999961514804543
"Rt[88,1]",1.00988703900281,0.00143743823106889,0.308167868925089,0.453411088328674,0.792184831146431,0.992691218054498,1.21197017883595,1.65170390753986,45961.7257771333,1.00002638184199
"Rt[88,2]",0.663275906102822,0.00126078940165061,0.269610795268299,0.231806724371574,0.463671145571011,0.633563008017616,0.828788701783116,1.2695903179936,45728.7632645947,0.999966809899982
"Rt[88,3]",0.574460006090022,0.000996296710812322,0.217224482027375,0.214343590629317,0.416677106980382,0.553858768054613,0.709635288734211,1.05504113266586,47537.9169480687,0.999989755829311
"Rt[88,4]",0.709187951680748,0.00134362643897775,0.287030477363927,0.247411403805866,0.498145101388355,0.677187208357786,0.885621761750717,1.35568645497612,45635.0934856226,0.999921887481588
"Rt[88,5]",0.547195963923698,0.000850283862734871,0.186529155715635,0.227782023475811,0.412944410287866,0.53330145790579,0.664567206720654,0.951877508516276,48124.4274194139,0.999969717280502
"Rt[88,6]",0.422899782443163,0.000878517869647891,0.187073730094591,0.132276811376365,0.284172568407399,0.39870023043109,0.535829197250274,0.846229899062343,45344.478558948,0.999944172668816
"Rt[88,7]",0.539997714301044,0.00142389089271949,0.268416021953604,0.149220332150826,0.342586500362708,0.496591184262587,0.689775608193972,1.17326470735362,35535.583150149,1.00014295063965
"Rt[88,8]",0.567746391098088,0.0010485000692619,0.226290928803576,0.198428784948185,0.40005723106142,0.54526444024199,0.707558673914086,1.07007280601766,46579.7724918794,0.999993970027877
"Rt[88,9]",0.647078175158171,0.00149858539697834,0.278186127522479,0.213865670149445,0.442251274830802,0.611629473250283,0.813272027981875,1.27777157440317,34459.4185698009,1.00009960944306
"Rt[88,10]",1.03621390520912,0.00131496068366117,0.283608483754475,0.515236791578889,0.838473567073428,1.02427595214149,1.22035868772038,1.62543342562621,46517.1287417253,1.00002988891889
"Rt[88,11]",0.514621733436835,0.0010272690393822,0.208490393797544,0.178605582223971,0.361810107715669,0.492580776658221,0.641742034246273,0.983541403442685,41191.1294961476,0.999961514804543
"Rt[89,1]",1.00988703900281,0.00143743823106889,0.308167868925089,0.453411088328674,0.792184831146431,0.992691218054498,1.21197017883595,1.65170390753986,45961.7257771333,1.00002638184199
"Rt[89,2]",0.663275906102822,0.00126078940165061,0.269610795268299,0.231806724371574,0.463671145571011,0.633563008017616,0.828788701783116,1.2695903179936,45728.7632645947,0.999966809899982
"Rt[89,3]",0.574460006090022,0.000996296710812322,0.217224482027375,0.214343590629317,0.416677106980382,0.553858768054613,0.709635288734211,1.05504113266586,47537.9169480687,0.999989755829311
"Rt[89,4]",0.709187951680748,0.00134362643897775,0.287030477363927,0.247411403805866,0.498145101388355,0.677187208357786,0.885621761750717,1.35568645497612,45635.0934856226,0.999921887481588
"Rt[89,5]",0.547195963923698,0.000850283862734871,0.186529155715635,0.227782023475811,0.412944410287866,0.53330145790579,0.664567206720654,0.951877508516276,48124.4274194139,0.999969717280502
"Rt[89,6]",0.422899782443163,0.000878517869647891,0.187073730094591,0.132276811376365,0.284172568407399,0.39870023043109,0.535829197250274,0.846229899062343,45344.478558948,0.999944172668816
"Rt[89,7]",0.539997714301044,0.00142389089271949,0.268416021953604,0.149220332150826,0.342586500362708,0.496591184262587,0.689775608193972,1.17326470735362,35535.583150149,1.00014295063965
"Rt[89,8]",0.567746391098088,0.0010485000692619,0.226290928803576,0.198428784948185,0.40005723106142,0.54526444024199,0.707558673914086,1.07007280601766,46579.7724918794,0.999993970027877
"Rt[89,9]",0.647078175158171,0.00149858539697834,0.278186127522479,0.213865670149445,0.442251274830802,0.611629473250283,0.813272027981875,1.27777157440317,34459.4185698009,1.00009960944306
"Rt[89,10]",1.03621390520912,0.00131496068366117,0.283608483754475,0.515236791578889,0.838473567073428,1.02427595214149,1.22035868772038,1.62543342562621,46517.1287417253,1.00002988891889
"Rt[89,11]",0.514621733436835,0.0010272690393822,0.208490393797544,0.178605582223971,0.361810107715669,0.492580776658221,0.641742034246273,0.983541403442685,41191.1294961476,0.999961514804543
"Rt[90,1]",1.00988703900281,0.00143743823106889,0.308167868925089,0.453411088328674,0.792184831146431,0.992691218054498,1.21197017883595,1.65170390753986,45961.7257771333,1.00002638184199
"Rt[90,2]",0.663275906102822,0.00126078940165061,0.269610795268299,0.231806724371574,0.463671145571011,0.633563008017616,0.828788701783116,1.2695903179936,45728.7632645947,0.999966809899982
"Rt[90,3]",0.574460006090022,0.000996296710812322,0.217224482027375,0.214343590629317,0.416677106980382,0.553858768054613,0.709635288734211,1.05504113266586,47537.9169480687,0.999989755829311
"Rt[90,4]",0.709187951680748,0.00134362643897775,0.287030477363927,0.247411403805866,0.498145101388355,0.677187208357786,0.885621761750717,1.35568645497612,45635.0934856226,0.999921887481588
"Rt[90,5]",0.547195963923698,0.000850283862734871,0.186529155715635,0.227782023475811,0.412944410287866,0.53330145790579,0.664567206720654,0.951877508516276,48124.4274194139,0.999969717280502
"Rt[90,6]",0.422899782443163,0.000878517869647891,0.187073730094591,0.132276811376365,0.284172568407399,0.39870023043109,0.535829197250274,0.846229899062343,45344.478558948,0.999944172668816
"Rt[90,7]",0.539997714301044,0.00142389089271949,0.268416021953604,0.149220332150826,0.342586500362708,0.496591184262587,0.689775608193972,1.17326470735362,35535.583150149,1.00014295063965
"Rt[90,8]",0.567746391098088,0.0010485000692619,0.226290928803576,0.198428784948185,0.40005723106142,0.54526444024199,0.707558673914086,1.07007280601766,46579.7724918794,0.999993970027877
"Rt[90,9]",0.647078175158171,0.00149858539697834,0.278186127522479,0.213865670149445,0.442251274830802,0.611629473250283,0.813272027981875,1.27777157440317,34459.4185698009,1.00009960944306
"Rt[90,10]",1.03621390520912,0.00131496068366117,0.283608483754475,0.515236791578889,0.838473567073428,1.02427595214149,1.22035868772038,1.62543342562621,46517.1287417253,1.00002988891889
"Rt[90,11]",0.514621733436835,0.0010272690393822,0.208490393797544,0.178605582223971,0.361810107715669,0.492580776658221,0.641742034246273,0.983541403442685,41191.1294961476,0.999961514804543
"Rt[91,1]",1.00988703900281,0.00143743823106889,0.308167868925089,0.453411088328674,0.792184831146431,0.992691218054498,1.21197017883595,1.65170390753986,45961.7257771333,1.00002638184199
"Rt[91,2]",0.663275906102822,0.00126078940165061,0.269610795268299,0.231806724371574,0.463671145571011,0.633563008017616,0.828788701783116,1.2695903179936,45728.7632645947,0.999966809899982
"Rt[91,3]",0.574460006090022,0.000996296710812322,0.217224482027375,0.214343590629317,0.416677106980382,0.553858768054613,0.709635288734211,1.05504113266586,47537.9169480687,0.999989755829311
"Rt[91,4]",0.709187951680748,0.00134362643897775,0.287030477363927,0.247411403805866,0.498145101388355,0.677187208357786,0.885621761750717,1.35568645497612,45635.0934856226,0.999921887481588
"Rt[91,5]",0.547195963923698,0.000850283862734871,0.186529155715635,0.227782023475811,0.412944410287866,0.53330145790579,0.664567206720654,0.951877508516276,48124.4274194139,0.999969717280502
"Rt[91,6]",0.422899782443163,0.000878517869647891,0.187073730094591,0.132276811376365,0.284172568407399,0.39870023043109,0.535829197250274,0.846229899062343,45344.478558948,0.999944172668816
"Rt[91,7]",0.539997714301044,0.00142389089271949,0.268416021953604,0.149220332150826,0.342586500362708,0.496591184262587,0.689775608193972,1.17326470735362,35535.583150149,1.00014295063965
"Rt[91,8]",0.567746391098088,0.0010485000692619,0.226290928803576,0.198428784948185,0.40005723106142,0.54526444024199,0.707558673914086,1.07007280601766,46579.7724918794,0.999993970027877
"Rt[91,9]",0.647078175158171,0.00149858539697834,0.278186127522479,0.213865670149445,0.442251274830802,0.611629473250283,0.813272027981875,1.27777157440317,34459.4185698009,1.00009960944306
"Rt[91,10]",1.03621390520912,0.00131496068366117,0.283608483754475,0.515236791578889,0.838473567073428,1.02427595214149,1.22035868772038,1.62543342562621,46517.1287417253,1.00002988891889
"Rt[91,11]",0.514621733436835,0.0010272690393822,0.208490393797544,0.178605582223971,0.361810107715669,0.492580776658221,0.641742034246273,0.983541403442685,41191.1294961476,0.999961514804543
"Rt[92,1]",1.00988703900281,0.00143743823106889,0.308167868925089,0.453411088328674,0.792184831146431,0.992691218054498,1.21197017883595,1.65170390753986,45961.7257771333,1.00002638184199
"Rt[92,2]",0.663275906102822,0.00126078940165061,0.269610795268299,0.231806724371574,0.463671145571011,0.633563008017616,0.828788701783116,1.2695903179936,45728.7632645947,0.999966809899982
"Rt[92,3]",0.574460006090022,0.000996296710812322,0.217224482027375,0.214343590629317,0.416677106980382,0.553858768054613,0.709635288734211,1.05504113266586,47537.9169480687,0.999989755829311
"Rt[92,4]",0.709187951680748,0.00134362643897775,0.287030477363927,0.247411403805866,0.498145101388355,0.677187208357786,0.885621761750717,1.35568645497612,45635.0934856226,0.999921887481588
"Rt[92,5]",0.547195963923698,0.000850283862734871,0.186529155715635,0.227782023475811,0.412944410287866,0.53330145790579,0.664567206720654,0.951877508516276,48124.4274194139,0.999969717280502
"Rt[92,6]",0.422899782443163,0.000878517869647891,0.187073730094591,0.132276811376365,0.284172568407399,0.39870023043109,0.535829197250274,0.846229899062343,45344.478558948,0.999944172668816
"Rt[92,7]",0.539997714301044,0.00142389089271949,0.268416021953604,0.149220332150826,0.342586500362708,0.496591184262587,0.689775608193972,1.17326470735362,35535.583150149,1.00014295063965
"Rt[92,8]",0.567746391098088,0.0010485000692619,0.226290928803576,0.198428784948185,0.40005723106142,0.54526444024199,0.707558673914086,1.07007280601766,46579.7724918794,0.999993970027877
"Rt[92,9]",0.647078175158171,0.00149858539697834,0.278186127522479,0.213865670149445,0.442251274830802,0.611629473250283,0.813272027981875,1.27777157440317,34459.4185698009,1.00009960944306
"Rt[92,10]",1.03621390520912,0.00131496068366117,0.283608483754475,0.515236791578889,0.838473567073428,1.02427595214149,1.22035868772038,1.62543342562621,46517.1287417253,1.00002988891889
"Rt[92,11]",0.514621733436835,0.0010272690393822,0.208490393797544,0.178605582223971,0.361810107715669,0.492580776658221,0.641742034246273,0.983541403442685,41191.1294961476,0.999961514804543
"Rt[93,1]",1.00988703900281,0.00143743823106889,0.308167868925089,0.453411088328674,0.792184831146431,0.992691218054498,1.21197017883595,1.65170390753986,45961.7257771333,1.00002638184199
"Rt[93,2]",0.663275906102822,0.00126078940165061,0.269610795268299,0.231806724371574,0.463671145571011,0.633563008017616,0.828788701783116,1.2695903179936,45728.7632645947,0.999966809899982
"Rt[93,3]",0.574460006090022,0.000996296710812322,0.217224482027375,0.214343590629317,0.416677106980382,0.553858768054613,0.709635288734211,1.05504113266586,47537.9169480687,0.999989755829311
"Rt[93,4]",0.709187951680748,0.00134362643897775,0.287030477363927,0.247411403805866,0.498145101388355,0.677187208357786,0.885621761750717,1.35568645497612,45635.0934856226,0.999921887481588
"Rt[93,5]",0.547195963923698,0.000850283862734871,0.186529155715635,0.227782023475811,0.412944410287866,0.53330145790579,0.664567206720654,0.951877508516276,48124.4274194139,0.999969717280502
"Rt[93,6]",0.422899782443163,0.000878517869647891,0.187073730094591,0.132276811376365,0.284172568407399,0.39870023043109,0.535829197250274,0.846229899062343,45344.478558948,0.999944172668816
"Rt[93,7]",0.539997714301044,0.00142389089271949,0.268416021953604,0.149220332150826,0.342586500362708,0.496591184262587,0.689775608193972,1.17326470735362,35535.583150149,1.00014295063965
"Rt[93,8]",0.567746391098088,0.0010485000692619,0.226290928803576,0.198428784948185,0.40005723106142,0.54526444024199,0.707558673914086,1.07007280601766,46579.7724918794,0.999993970027877
"Rt[93,9]",0.647078175158171,0.00149858539697834,0.278186127522479,0.213865670149445,0.442251274830802,0.611629473250283,0.813272027981875,1.27777157440317,34459.4185698009,1.00009960944306
"Rt[93,10]",1.03621390520912,0.00131496068366117,0.283608483754475,0.515236791578889,0.838473567073428,1.02427595214149,1.22035868772038,1.62543342562621,46517.1287417253,1.00002988891889
"Rt[93,11]",0.514621733436835,0.0010272690393822,0.208490393797544,0.178605582223971,0.361810107715669,0.492580776658221,0.641742034246273,0.983541403442685,41191.1294961476,0.999961514804543
"Rt[94,1]",1.00988703900281,0.00143743823106889,0.308167868925089,0.453411088328674,0.792184831146431,0.992691218054498,1.21197017883595,1.65170390753986,45961.7257771333,1.00002638184199
"Rt[94,2]",0.663275906102822,0.00126078940165061,0.269610795268299,0.231806724371574,0.463671145571011,0.633563008017616,0.828788701783116,1.2695903179936,45728.7632645947,0.999966809899982
"Rt[94,3]",0.574460006090022,0.000996296710812322,0.217224482027375,0.214343590629317,0.416677106980382,0.553858768054613,0.709635288734211,1.05504113266586,47537.9169480687,0.999989755829311
"Rt[94,4]",0.709187951680748,0.00134362643897775,0.287030477363927,0.247411403805866,0.498145101388355,0.677187208357786,0.885621761750717,1.35568645497612,45635.0934856226,0.999921887481588
"Rt[94,5]",0.547195963923698,0.000850283862734871,0.186529155715635,0.227782023475811,0.412944410287866,0.53330145790579,0.664567206720654,0.951877508516276,48124.4274194139,0.999969717280502
"Rt[94,6]",0.422899782443163,0.000878517869647891,0.187073730094591,0.132276811376365,0.284172568407399,0.39870023043109,0.535829197250274,0.846229899062343,45344.478558948,0.999944172668816
"Rt[94,7]",0.539997714301044,0.00142389089271949,0.268416021953604,0.149220332150826,0.342586500362708,0.496591184262587,0.689775608193972,1.17326470735362,35535.583150149,1.00014295063965
"Rt[94,8]",0.567746391098088,0.0010485000692619,0.226290928803576,0.198428784948185,0.40005723106142,0.54526444024199,0.707558673914086,1.07007280601766,46579.7724918794,0.999993970027877
"Rt[94,9]",0.647078175158171,0.00149858539697834,0.278186127522479,0.213865670149445,0.442251274830802,0.611629473250283,0.813272027981875,1.27777157440317,34459.4185698009,1.00009960944306
"Rt[94,10]",1.03621390520912,0.00131496068366117,0.283608483754475,0.515236791578889,0.838473567073428,1.02427595214149,1.22035868772038,1.62543342562621,46517.1287417253,1.00002988891889
"Rt[94,11]",0.514621733436835,0.0010272690393822,0.208490393797544,0.178605582223971,0.361810107715669,0.492580776658221,0.641742034246273,0.983541403442685,41191.1294961476,0.999961514804543
"Rt[95,1]",1.00988703900281,0.00143743823106889,0.308167868925089,0.453411088328674,0.792184831146431,0.992691218054498,1.21197017883595,1.65170390753986,45961.7257771333,1.00002638184199
"Rt[95,2]",0.663275906102822,0.00126078940165061,0.269610795268299,0.231806724371574,0.463671145571011,0.633563008017616,0.828788701783116,1.2695903179936,45728.7632645947,0.999966809899982
"Rt[95,3]",0.574460006090022,0.000996296710812322,0.217224482027375,0.214343590629317,0.416677106980382,0.553858768054613,0.709635288734211,1.05504113266586,47537.9169480687,0.999989755829311
"Rt[95,4]",0.709187951680748,0.00134362643897775,0.287030477363927,0.247411403805866,0.498145101388355,0.677187208357786,0.885621761750717,1.35568645497612,45635.0934856226,0.999921887481588
"Rt[95,5]",0.547195963923698,0.000850283862734871,0.186529155715635,0.227782023475811,0.412944410287866,0.53330145790579,0.664567206720654,0.951877508516276,48124.4274194139,0.999969717280502
"Rt[95,6]",0.422899782443163,0.000878517869647891,0.187073730094591,0.132276811376365,0.284172568407399,0.39870023043109,0.535829197250274,0.846229899062343,45344.478558948,0.999944172668816
"Rt[95,7]",0.539997714301044,0.00142389089271949,0.268416021953604,0.149220332150826,0.342586500362708,0.496591184262587,0.689775608193972,1.17326470735362,35535.583150149,1.00014295063965
"Rt[95,8]",0.567746391098088,0.0010485000692619,0.226290928803576,0.198428784948185,0.40005723106142,0.54526444024199,0.707558673914086,1.07007280601766,46579.7724918794,0.999993970027877
"Rt[95,9]",0.647078175158171,0.00149858539697834,0.278186127522479,0.213865670149445,0.442251274830802,0.611629473250283,0.813272027981875,1.27777157440317,34459.4185698009,1.00009960944306
"Rt[95,10]",1.03621390520912,0.00131496068366117,0.283608483754475,0.515236791578889,0.838473567073428,1.02427595214149,1.22035868772038,1.62543342562621,46517.1287417253,1.00002988891889
"Rt[95,11]",0.514621733436835,0.0010272690393822,0.208490393797544,0.178605582223971,0.361810107715669,0.492580776658221,0.641742034246273,0.983541403442685,41191.1294961476,0.999961514804543
"Rt[96,1]",1.00988703900281,0.00143743823106889,0.308167868925089,0.453411088328674,0.792184831146431,0.992691218054498,1.21197017883595,1.65170390753986,45961.7257771333,1.00002638184199
"Rt[96,2]",0.663275906102822,0.00126078940165061,0.269610795268299,0.231806724371574,0.463671145571011,0.633563008017616,0.828788701783116,1.2695903179936,45728.7632645947,0.999966809899982
"Rt[96,3]",0.574460006090022,0.000996296710812322,0.217224482027375,0.214343590629317,0.416677106980382,0.553858768054613,0.709635288734211,1.05504113266586,47537.9169480687,0.999989755829311
"Rt[96,4]",0.709187951680748,0.00134362643897775,0.287030477363927,0.247411403805866,0.498145101388355,0.677187208357786,0.885621761750717,1.35568645497612,45635.0934856226,0.999921887481588
"Rt[96,5]",0.547195963923698,0.000850283862734871,0.186529155715635,0.227782023475811,0.412944410287866,0.53330145790579,0.664567206720654,0.951877508516276,48124.4274194139,0.999969717280502
"Rt[96,6]",0.422899782443163,0.000878517869647891,0.187073730094591,0.132276811376365,0.284172568407399,0.39870023043109,0.535829197250274,0.846229899062343,45344.478558948,0.999944172668816
"Rt[96,7]",0.539997714301044,0.00142389089271949,0.268416021953604,0.149220332150826,0.342586500362708,0.496591184262587,0.689775608193972,1.17326470735362,35535.583150149,1.00014295063965
"Rt[96,8]",0.567746391098088,0.0010485000692619,0.226290928803576,0.198428784948185,0.40005723106142,0.54526444024199,0.707558673914086,1.07007280601766,46579.7724918794,0.999993970027877
"Rt[96,9]",0.647078175158171,0.00149858539697834,0.278186127522479,0.213865670149445,0.442251274830802,0.611629473250283,0.813272027981875,1.27777157440317,34459.4185698009,1.00009960944306
"Rt[96,10]",1.03621390520912,0.00131496068366117,0.283608483754475,0.515236791578889,0.838473567073428,1.02427595214149,1.22035868772038,1.62543342562621,46517.1287417253,1.00002988891889
"Rt[96,11]",0.514621733436835,0.0010272690393822,0.208490393797544,0.178605582223971,0.361810107715669,0.492580776658221,0.641742034246273,0.983541403442685,41191.1294961476,0.999961514804543
"Rt[97,1]",1.00988703900281,0.00143743823106889,0.308167868925089,0.453411088328674,0.792184831146431,0.992691218054498,1.21197017883595,1.65170390753986,45961.7257771333,1.00002638184199
"Rt[97,2]",0.663275906102822,0.00126078940165061,0.269610795268299,0.231806724371574,0.463671145571011,0.633563008017616,0.828788701783116,1.2695903179936,45728.7632645947,0.999966809899982
"Rt[97,3]",0.574460006090022,0.000996296710812322,0.217224482027375,0.214343590629317,0.416677106980382,0.553858768054613,0.709635288734211,1.05504113266586,47537.9169480687,0.999989755829311
"Rt[97,4]",0.709187951680748,0.00134362643897775,0.287030477363927,0.247411403805866,0.498145101388355,0.677187208357786,0.885621761750717,1.35568645497612,45635.0934856226,0.999921887481588
"Rt[97,5]",0.547195963923698,0.000850283862734871,0.186529155715635,0.227782023475811,0.412944410287866,0.53330145790579,0.664567206720654,0.951877508516276,48124.4274194139,0.999969717280502
"Rt[97,6]",0.422899782443163,0.000878517869647891,0.187073730094591,0.132276811376365,0.284172568407399,0.39870023043109,0.535829197250274,0.846229899062343,45344.478558948,0.999944172668816
"Rt[97,7]",0.539997714301044,0.00142389089271949,0.268416021953604,0.149220332150826,0.342586500362708,0.496591184262587,0.689775608193972,1.17326470735362,35535.583150149,1.00014295063965
"Rt[97,8]",0.567746391098088,0.0010485000692619,0.226290928803576,0.198428784948185,0.40005723106142,0.54526444024199,0.707558673914086,1.07007280601766,46579.7724918794,0.999993970027877
"Rt[97,9]",0.647078175158171,0.00149858539697834,0.278186127522479,0.213865670149445,0.442251274830802,0.611629473250283,0.813272027981875,1.27777157440317,34459.4185698009,1.00009960944306
"Rt[97,10]",1.03621390520912,0.00131496068366117,0.283608483754475,0.515236791578889,0.838473567073428,1.02427595214149,1.22035868772038,1.62543342562621,46517.1287417253,1.00002988891889
"Rt[97,11]",0.514621733436835,0.0010272690393822,0.208490393797544,0.178605582223971,0.361810107715669,0.492580776658221,0.641742034246273,0.983541403442685,41191.1294961476,0.999961514804543
"Rt[98,1]",1.00988703900281,0.00143743823106889,0.308167868925089,0.453411088328674,0.792184831146431,0.992691218054498,1.21197017883595,1.65170390753986,45961.7257771333,1.00002638184199
"Rt[98,2]",0.663275906102822,0.00126078940165061,0.269610795268299,0.231806724371574,0.463671145571011,0.633563008017616,0.828788701783116,1.2695903179936,45728.7632645947,0.999966809899982
"Rt[98,3]",0.574460006090022,0.000996296710812322,0.217224482027375,0.214343590629317,0.416677106980382,0.553858768054613,0.709635288734211,1.05504113266586,47537.9169480687,0.999989755829311
"Rt[98,4]",0.709187951680748,0.00134362643897775,0.287030477363927,0.247411403805866,0.498145101388355,0.677187208357786,0.885621761750717,1.35568645497612,45635.0934856226,0.999921887481588
"Rt[98,5]",0.547195963923698,0.000850283862734871,0.186529155715635,0.227782023475811,0.412944410287866,0.53330145790579,0.664567206720654,0.951877508516276,48124.4274194139,0.999969717280502
"Rt[98,6]",0.422899782443163,0.000878517869647891,0.187073730094591,0.132276811376365,0.284172568407399,0.39870023043109,0.535829197250274,0.846229899062343,45344.478558948,0.999944172668816
"Rt[98,7]",0.539997714301044,0.00142389089271949,0.268416021953604,0.149220332150826,0.342586500362708,0.496591184262587,0.689775608193972,1.17326470735362,35535.583150149,1.00014295063965
"Rt[98,8]",0.567746391098088,0.0010485000692619,0.226290928803576,0.198428784948185,0.40005723106142,0.54526444024199,0.707558673914086,1.07007280601766,46579.7724918794,0.999993970027877
"Rt[98,9]",0.647078175158171,0.00149858539697834,0.278186127522479,0.213865670149445,0.442251274830802,0.611629473250283,0.813272027981875,1.27777157440317,34459.4185698009,1.00009960944306
"Rt[98,10]",1.03621390520912,0.00131496068366117,0.283608483754475,0.515236791578889,0.838473567073428,1.02427595214149,1.22035868772038,1.62543342562621,46517.1287417253,1.00002988891889
"Rt[98,11]",0.514621733436835,0.0010272690393822,0.208490393797544,0.178605582223971,0.361810107715669,0.492580776658221,0.641742034246273,0.983541403442685,41191.1294961476,0.999961514804543
"Rt[99,1]",1.00988703900281,0.00143743823106889,0.308167868925089,0.453411088328674,0.792184831146431,0.992691218054498,1.21197017883595,1.65170390753986,45961.7257771333,1.00002638184199
"Rt[99,2]",1.13394722864205,0.00242056534811141,0.430057480948059,0.418388719751437,0.817656887121256,1.09369946843212,1.40440691720553,2.07176900492611,31565.988200044,1.00003973424914
"Rt[99,3]",0.574460006090022,0.000996296710812322,0.217224482027375,0.214343590629317,0.416677106980382,0.553858768054613,0.709635288734211,1.05504113266586,47537.9169480687,0.999989755829311
"Rt[99,4]",0.709187951680748,0.00134362643897775,0.287030477363927,0.247411403805866,0.498145101388355,0.677187208357786,0.885621761750717,1.35568645497612,45635.0934856226,0.999921887481588
"Rt[99,5]",0.547195963923698,0.000850283862734871,0.186529155715635,0.227782023475811,0.412944410287866,0.53330145790579,0.664567206720654,0.951877508516276,48124.4274194139,0.999969717280502
