"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"prediction[106,8]",746.779682989035,16.4089337342735,3110.9834624134,0.351403522895084,12.5850017662904,74.5470852903844,379.543608929516,5848.63788788335,35944.6850458172,0.999963316338321
"prediction[106,9]",317.375353557257,14.771544207461,2773.2932116433,0.00795787429648182,0.622111677371489,5.95151471577524,50.4301503330127,2062.92602400411,35248.4301846856,0.99997785581565
"prediction[106,10]",16781.9652748058,155.72726220813,28593.7744184527,67.421042351594,1464.50502595727,5610.46465770642,18393.6308584773,105701.883901075,33714.2634617027,1.00009903630338
"prediction[106,11]",134.417901156797,4.01698877305732,733.496352492057,0.0520974657946591,1.85475085498379,10.9007147026556,56.8892071162923,1029.14338693342,33342.2329318046,0.999950245207781
"prediction[107,1]",4874.25233129347,71.9959658453062,13353.4117949685,1.80776878279578,101.246503724274,616.19399471962,3190.74979132034,41179.1711133588,34400.7696840213,1.00005535746007
"prediction[107,2]",21755.429687072,241.656043234272,47424.3826586869,180.483997055785,2132.21778018506,7113.97233186042,21537.7952405056,136740.526188158,38513.0622760961,1.00010032313595
"prediction[107,3]",1367.03892780008,36.2825881657492,6995.01485148599,0.674831762695323,22.6219110900619,126.577493665295,640.443298897833,10257.8810822567,37168.9902735408,1.00003617267774
"prediction[107,4]",8776.64518597336,188.690180626296,34170.6173048743,5.86065056589667,180.932186832112,978.754946469455,4821.76572120884,69792.5823710877,32794.9557081193,0.999933222857239
"prediction[107,5]",3257.73607389817,55.551727673646,10769.0318689004,5.49453125260709,127.724030562838,569.789436574398,2239.92151334604,23918.6940215355,37580.1218587193,0.999972600072888
"prediction[107,6]",660.17631374576,15.8247677396625,3012.95550229324,0.567434863857325,14.4174859857546,74.7424543906215,353.86675328175,4892.94142789803,36250.2283165664,0.999982165600892
"prediction[107,7]",157.156264491359,11.4686076603798,2256.20638949382,0.000421227267667485,0.0523589623314954,0.665491636520787,8.06618046980628,728.517061213108,38702.253917678,0.999982721274884
"prediction[107,8]",738.918986495632,16.7011252550221,3165.47694243507,0.292312755627995,11.1748280024498,68.32239215295,358.544864094164,5833.20260544279,35924.1782445074,0.9999646695876
"prediction[107,9]",332.770581813509,15.8048694661035,2968.22591585708,0.00669189972270687,0.562067805738203,5.57846807819587,49.0213393042535,2134.63824872681,35270.5375449892,0.999978365452169
"prediction[107,10]",17017.1706595741,157.487506165593,28926.5125200665,61.7261559493381,1420.07017888333,5578.43044339731,18628.8162587939,107943.537805903,33736.4935542083,1.00010038469891
"prediction[107,11]",133.766506212973,4.16461328343027,761.454428584514,0.0430271997127652,1.63908901104277,9.94208725081271,53.4945984686011,1020.01067460134,33430.16142521,0.999951975794153
"prediction[108,1]",5058.0217295565,74.2756059472367,13764.6236982904,1.63394450465014,97.8370908695952,614.729973902203,3268.4391389167,43281.6614661139,34342.845731466,1.00005322873319
"prediction[108,2]",23458.8286177776,274.091879917117,53610.7166537217,161.432119492726,2061.6933764682,7156.18439895973,22481.387462863,151116.280879042,38256.9978405593,1.00010368899832
"prediction[108,3]",1374.37694315072,37.9871605566083,7334.21592942845,0.568050541640954,20.2948331044371,117.339966617079,610.515148644938,10314.9341587974,37276.3790576785,1.00003610868536
"prediction[108,4]",8952.63075718115,196.961318859481,35652.3727090446,4.95705598175335,164.492388482626,922.900490733474,4697.27291239982,72088.935259636,32765.3633693268,0.9999336600793
"prediction[108,5]",3172.9432774914,55.8564630016945,10821.8183506355,4.63961189372461,113.948307120585,522.438130661733,2107.03409618529,23519.0473777107,37536.4862903513,0.9999731827069
"prediction[108,6]",639.936571391998,16.0860980407561,3061.73439950157,0.460148891865651,12.4157112738439,66.5865585921057,325.608106579181,4755.95846633017,36227.1029045188,0.999982847508985
"prediction[108,7]",164.41043536985,11.9875046111911,2356.5148655543,0.000344643748526522,0.0460954013521703,0.607822762376525,7.67085734998041,743.733114710165,38644.0640307131,0.99998357336264
"prediction[108,8]",731.548825050923,16.9842524644107,3218.2535443117,0.242863983200448,9.91269410183211,62.5406973579243,339.027144228175,5788.50067199363,35904.3971209602,0.999966024076899
"prediction[108,9]",348.924935589713,16.8636319139638,3167.52210275938,0.00565331824854916,0.506962415864868,5.22738879765412,47.6320738691631,2206.95564606287,35280.6907684123,0.999979344885062
"prediction[108,10]",17233.5070321092,158.843753990647,29196.6574753384,56.0929709357475,1376.36426971079,5545.79257584131,18857.9787698352,109899.050846518,33785.1604060275,1.00010151872192
"prediction[108,11]",133.256667982247,4.31804898916889,790.556696338474,0.0355185606817568,1.44628367431296,9.0635599579725,50.3009789431146,1015.49375408802,33518.9891550688,0.999953710895229
"prediction[109,1]",5241.18208911458,76.4254657832454,14155.8716973019,1.47681990476628,94.6765008396226,612.694836870832,3344.5682227221,45557.1440629628,34308.1299919181,1.00005125920996
"prediction[109,2]",25319.0538919973,310.124955745029,60470.1365249952,144.353520120729,1997.87804307794,7198.77256582531,23503.6403660396,166864.00918293,38019.6809118737,1.00010689780717
"prediction[109,3]",1383.15588585438,39.780471840694,7691.4699270233,0.478037474714723,18.203303031407,108.673308261793,582.901169132242,10377.9551874446,37383.4030040287,1.00003607658476
"prediction[109,4]",9132.41159584719,205.04799646762,37104.8518262805,4.21851197435447,149.50911947032,869.221547566233,4578.88658264884,74227.3282339853,32745.4032481708,0.999934132649447
"prediction[109,5]",3092.44461041599,56.1577119118082,10874.8989743362,3.92693450638703,101.59083365929,478.820641375115,1982.4404212845,23196.2142674489,37500.0332731512,0.999973768830015
"prediction[109,6]",621.126446515723,16.361563619441,3113.49794723003,0.371751237748398,10.6890377993227,59.3118093835131,299.453159426304,4635.01249257948,36211.5868476254,0.999983474395953
"prediction[109,7]",171.830994766432,12.4864404229265,2452.42229961868,0.000281429858184738,0.0406491786441475,0.556136971534461,7.28377221622611,759.277587039919,38575.6465881164,0.999984510537655
"prediction[109,8]",724.624630091274,17.2571291651684,3269.06658923933,0.201439619141227,8.77796328825686,57.331624263348,320.099848841766,5772.10417564731,35884.7921159101,0.999967383365632
"prediction[109,9]",365.832306400609,17.941133423431,3369.81958589587,0.00477208124632613,0.457319933144337,4.89483042946258,46.2460532135703,2280.60211374001,35278.7792140117,0.999980822896844
"prediction[109,10]",17430.1279636758,159.829680802139,29405.7402593193,51.2505721437639,1335.55693952655,5515.91825061438,19134.2552591638,111807.188596989,33849.2748557346,1.00010242219532
"prediction[109,11]",132.881941508731,4.47718714525775,820.777890659912,0.0294225870926635,1.27535575025162,8.27390855055756,47.2740528304313,1007.91640530063,33607.8555817817,0.999955439754144
"prediction[110,1]",5423.06235600053,78.4193475800057,14526.1144070902,1.33482186261622,91.5673164784138,610.538097468652,3421.72487023539,47863.8140972855,34312.5086304508,1.000049448904
"prediction[110,2]",27346.7002126594,349.802177535582,68005.3691472927,129.225356336411,1929.02827692494,7242.10902845449,24531.2024632685,184500.330587715,37795.6124785277,1.00011001316702
"prediction[110,3]",1393.35591725236,41.6643007379499,8067.09730169533,0.403086865290426,16.3155141031539,100.576720894335,555.494943900715,10459.4745190165,37489.2192385154,1.00003606941634
"prediction[110,4]",9315.08555829144,212.886096244361,38516.9207930478,3.57452073906454,135.797909382676,818.763851671316,4465.44968054118,76679.3671583477,32734.7120082698,0.999934643356922
"prediction[110,5]",3015.95702115899,56.4540127208628,10927.916297393,3.30627197131153,90.6034439357106,438.996366230071,1866.4069108475,22795.7688206447,37470.1201920127,0.999974357133228
"prediction[110,6]",603.641205780631,16.6509698554377,3168.184628799,0.301366912142009,9.1967062759866,52.7937341088076,275.603938605567,4502.90768231618,36202.7779002561,0.999984048303846
"prediction[110,7]",179.399971796572,12.9655731128664,2543.94066848228,0.000230253456660637,0.0357061156134988,0.508154449352962,6.92486222040704,775.753181651719,38497.3219778179,0.999985540125037
"prediction[110,8]",718.104412021191,17.5187255887957,3317.70240080942,0.167233027404199,7.78091521415641,52.4598715263859,302.713531593945,5744.31750614407,35864.9173390588,0.999968751657339
"prediction[110,9]",383.48171057866,19.0306033687044,3573.75215525057,0.00402245168479867,0.4128186842119,4.58034689239702,44.9914068530069,2351.78825775034,35264.9883556914,0.999982829462023
"prediction[110,10]",17606.362788788,160.457223822208,29555.7184540729,46.914690839675,1294.50626082275,5481.86608666472,19390.106871416,113598.102533659,33928.4870489681,1.00010308297089
"prediction[110,11]",132.636181340923,4.64187208400729,852.083418962857,0.0244092207911292,1.12509817769526,7.54112335612044,44.4316175833209,1004.22454969927,33695.9644778357,0.999957152661397
"prediction[111,1]",5602.99692562587,80.2617320491061,14874.4425171962,1.20513892548943,88.4909901467504,608.784675218214,3506.5542234271,50093.2279678021,34345.0648069321,1.00004778769083
"prediction[111,2]",29551.3963062905,393.055453668594,76195.4636172811,116.145357552645,1866.86698430062,7289.68881349436,25605.4551931913,203399.024922977,37579.4637702762,1.00011309758774
"prediction[111,3]",1404.95794530797,43.6399481700574,8461.32156383105,0.338706488346968,14.6379090538111,93.0748085512729,529.446019482578,10519.6284298438,37593.083412098,1.00003607976399
"prediction[111,4]",9499.72846993528,220.417272178981,39878.4651405747,3.03349134016162,123.495521814243,771.189884634502,4353.63851670395,79002.9336741052,32732.9858332012,0.999935195726612
"prediction[111,5]",2943.21696376022,56.7438868541992,10980.5122548597,2.79176610822659,80.723268980105,402.229264671922,1755.28634320549,22471.545685939,37446.1385814552,0.999974946539647
"prediction[111,6]",587.385053808447,16.9540935340945,3225.72906342548,0.24465040313053,7.92771712637031,46.9987940983331,252.957628101672,4373.0571766267,36199.8378133258,0.999984571334845
"prediction[111,7]",187.100403351119,13.425874227931,2631.25094060458,0.000188393242199717,0.0313244814056814,0.464474297337225,6.58097599184528,792.885846219557,38409.564937108,0.999986669305574
"prediction[111,8]",711.94866315933,17.768183082262,3363.98325696058,0.139281403335113,6.90272962023343,48.0874800853985,285.978941369682,5713.24935640793,35844.4243504945,0.999970133568716
"prediction[111,9]",401.857648435156,20.1260088648643,3778.03767972964,0.00339866766981888,0.37172581602113,4.28861537722902,43.6290005821969,2428.52787926135,35238.4867893069,0.999985393457291
"prediction[111,10]",17761.7134295174,160.740744519605,29648.879361633,42.944112904893,1255.61622056641,5451.02864178006,19618.8051013765,114930.677161874,34022.3740376932,1.00010349287377
"prediction[111,11]",132.513490293523,4.81189806516204,884.428736241061,0.0202183613462677,0.993396654756304,6.87564621142232,41.7063451381621,997.926225350514,33782.5829992962,0.999958840921792
"prediction[112,1]",5780.33180303121,81.9178318302628,15200.0983969611,1.0875881759617,85.5182423593418,606.911122621799,3585.71709519162,52415.6059889954,34429.9110403083,1.00004625880103
"prediction[112,2]",31941.3774805738,439.701060705149,84996.1727810474,103.835212999053,1803.82101464201,7346.93141882218,26686.1293952001,224854.307760966,37366.6113367784,1.00011619735447
"prediction[112,3]",1417.94311524207,45.7081551571599,8874.25286481131,0.284909360800633,13.1262441541275,86.136211376754,504.911101588535,10588.393205553,37694.3460292438,1.0000360998783
"prediction[112,4]",9685.40866169332,227.590874521117,41180.700419408,2.58133640207727,112.319783768689,727.141497168198,4243.03830713896,81209.2116582267,32739.9316798841,0.999935793599116
"prediction[112,5]",2873.97888464553,57.0258472686086,11032.3298836266,2.35160324646353,72.0752571226145,368.870559579808,1651.43899900184,22135.4015757079,37427.5143639848,0.999975536186448
"prediction[112,6]",572.270252896819,17.2706809500452,3286.06155133376,0.198049444898573,6.8283852415414,41.8041081319511,232.835889676931,4253.55599904817,36201.9917693803,0.999985045610516
"prediction[112,7]",194.916375820899,13.8687330107161,2714.62430868987,0.000154293721648607,0.0275115533614024,0.424556143373873,6.25907351341723,806.338233534123,38312.9764255973,0.999987904517942
"prediction[112,8]",706.120267621689,18.0048208297874,3407.76869416246,0.115899116081679,6.1186114154025,44.0537444953554,270.004241198379,5686.91586019497,35823.0541786786,0.999971533905225
"prediction[112,9]",420.940630266728,21.2223019936271,3981.56704640279,0.00287047151090855,0.334995340771943,4.01542450000709,42.3776435611013,2505.1539762206,35198.4132676767,0.999988539314893
"prediction[112,10]",17895.8486703352,160.69647189056,29687.7610041589,39.3087357130374,1216.35746412523,5419.78788089473,19859.2776180632,115872.31624648,34130.4651020328,1.00010364749702
"prediction[112,11]",132.50817230583,4.9870065870286,917.758813123707,0.0167022504162869,0.877821038105759,6.27352753343879,39.1919642448172,991.004665036401,33867.0402293327,0.999960496800557
"prediction[113,1]",5954.43058895239,83.4295996273222,15502.4831751873,0.983738418501936,82.6784930931526,605.188963197991,3668.92064681183,54698.0489629263,34527.2682144663,1.00004484303904
"prediction[113,2]",34523.1331739059,489.459545458613,94344.8915652652,92.6315072479499,1745.14468354694,7377.86334041055,27896.3444890337,248341.57474264,37153.7944622093,1.00011932237799
"prediction[113,3]",1432.29229738532,47.8690181012225,9305.87105036179,0.240162618288872,11.7681512288193,79.6649291243074,481.633673127065,10657.1781516702,37792.4478212635,1.00003612178929
"prediction[113,4]",9871.20158364105,234.365348144786,42416.3834378076,2.19046699773549,102.041495580084,685.215412649108,4137.94073572748,83597.8447062907,32755.2163940273,0.999936440577317
"prediction[113,5]",2808.01384708676,57.2984073931012,11083.0151174728,1.97982759080555,64.2827955636743,338.358995669694,1554.6485667794,21727.6656485772,37413.7077376488,0.999976125405823
"prediction[113,6]",558.216334629457,17.6004460594078,3349.10762132862,0.160541837978359,5.88690077119866,37.1502664108553,213.947275366202,4150.9412622881,36208.5270254777,0.999985473237444
"prediction[113,7]",202.832897944552,14.2955740728024,2794.34572802362,0.000125970376753747,0.0242503322901967,0.388353995617562,5.95030366596082,825.899864470524,38208.2437124187,0.999989250727885
"prediction[113,8]",700.584414107551,18.2281343216607,3448.955108877,0.096512946352734,5.42527464540961,40.3905432269744,254.784422238273,5660.92141663649,35800.6278384636,0.99997295744802
"prediction[113,9]",440.707801515915,22.3137797181743,4183.48147342111,0.00242064914257456,0.302384274731153,3.76028602359649,41.172938430423,2589.70500206362,35150.3308620048,0.999992282658419
"prediction[113,10]",18008.5964557196,160.34202538551,29675.0891443684,35.9606888045352,1178.2416265497,5385.15447428105,20105.6103052755,116344.297526468,34252.2680620639,1.00010354589349
"prediction[113,11]",132.614689394258,5.16688429749375,952.007725202528,0.0139197932848069,0.774792163319793,5.72040371310483,36.852336831069,982.373789086291,33948.7253038246,0.999962113452193
"prediction[114,1]",6124.68008004362,84.7951548903816,15781.1517748486,0.890843629238352,79.9384392768013,603.332281053828,3753.95884985324,57012.7187293244,34636.6050648682,1.00004352303852
"prediction[114,2]",37301.1020760531,541.99441748962,104169.814215304,83.2872359762885,1686.14964432215,7420.9536363649,29088.3224712353,274438.169779919,36939.7670624379,1.00012242327304
"prediction[114,3]",1447.98557455193,50.1219034027096,9756.00857031678,0.202464616682631,10.5437076857666,73.7080553962871,459.75693451746,10727.0163920028,37886.9143321467,1.00003613740909
"prediction[114,4]",10056.2036534037,240.709002779753,43579.9110421051,1.86386448586919,92.6947309356672,645.394515743692,4031.26568257034,85903.7548114483,32778.4196822554,0.999937139386065
"prediction[114,5]",2745.10828014487,57.5600905021462,11132.2186416125,1.66322925182513,57.3566039601496,310.424121254858,1462.66753523987,21347.005970837,37404.2127671242,0.999976713705346
"prediction[114,6]",545.149393021604,17.9430686965538,3414.78758670133,0.129920563500204,5.06757575630744,33.0363446296941,196.821010833983,4022.5017356199,36218.7909199334,0.999985856278853
"prediction[114,7]",210.835675730613,14.7075702424568,2870.6562974305,0.000103387150587698,0.0212937177679553,0.354747244329689,5.65559485690754,846.448403064753,38096.1013053459,0.999990710540266
"prediction[114,8]",695.308508539934,18.4377859240169,3487.47373300485,0.0804039225122092,4.8109101299564,37.0086572942945,240.449154145537,5623.05722060492,35777.0356848201,0.99997440875708
"prediction[114,9]",461.133574534193,23.3972970566121,4383.22478985472,0.00203389659452121,0.272856143029542,3.52044021713219,39.984729200778,2673.01028708019,35095.8778062424,0.999996625200171
"prediction[114,10]",18099.9346842875,159.696013621098,29613.7271298844,32.8577256193116,1141.88815448903,5350.68183112483,20333.4493335255,116536.612051922,34387.2930803574,1.00010319021559
"prediction[114,11]",132.827622762612,5.35136428144052,987.098393107311,0.0115748153856784,0.684565872045053,5.21681977066918,34.7149660501308,975.734644070335,34024.5083759188,0.999963684835456
"prediction[115,1]",6290.49534497217,86.0138327337586,16035.800180606,0.807505596194508,77.3125839653247,600.889117990279,3840.7047839744,58905.1590225962,34757.1911063756,1.00004228693238
"prediction[115,2]",40277.4234809216,596.957377124604,114400.666394197,74.3621251483551,1632.31404098779,7459.49720729722,30288.4610941452,302825.8540623,36725.7320666444,1.00012537108474
"prediction[115,3]",1465.00173265314,52.4653638604379,10224.3337371009,0.170310496666916,9.45301631378472,68.1963903836672,437.946063508801,10777.5357884874,37977.3498886819,1.00003613862546
"prediction[115,4]",10239.544616641,246.60013379973,44667.308770723,1.58476306665169,84.3862748036739,608.35420942,3932.11469923611,88512.0175472606,32808.997298407,0.999937891211799
"prediction[115,5]",2685.06284020502,57.8094394219941,11179.5977918587,1.39921941310197,51.1501735785597,284.869963970087,1376.16349110604,21016.0011588624,37398.5567269578,0.999977300748133
"prediction[115,6]",533.001450106455,18.298192873933,3483.01611543362,0.105306978373248,4.36193585121624,29.3959934809163,180.622552650202,3906.53952894845,36232.1883856829,0.999986196731788
"prediction[115,7]",218.910869945994,15.1054981374723,2943.72425280558,8.48261531698408e-05,0.0186784112286576,0.324624471801795,5.3806718654219,866.16862992572,37977.3055314754,0.999992283157313
"prediction[115,8]",690.262084590062,18.6335885274497,3523.28718798783,0.0670004058082829,4.27243761553104,33.9014804790646,227.23619696556,5594.34700870124,35752.2260079998,0.999975891995508
"prediction[115,9]",482.190162336189,24.4711881006514,4580.55907632443,0.00171484480669554,0.246080631464043,3.29313117256243,38.7922201269817,2763.34474455416,35036.9962593384,1.00000154948238
"prediction[115,10]",18169.9808810783,158.777699797217,29506.6351335374,30.0617128895836,1106.91212106736,5314.99311868508,20563.6589576061,115869.011478652,34535.0715975741,1.00010258534725
"prediction[115,11]",133.141638187795,5.54031521110489,1022.94250297243,0.00954185387090535,0.604626844639174,4.76166174014482,32.6452930205165,972.814480218871,34090.5100601785,0.999965205617731
"prediction[116,1]",6451.32421918232,87.1284248134994,16266.250397342,0.730996917850251,74.7675554642499,598.712878212161,3932.21827323804,60915.448752801,34854.2050401518,1.00004113097044
"prediction[116,2]",43451.7378527336,654.01952863485,124976.435538216,66.6695988055327,1580.25359867792,7492.07059779573,31539.1224566261,333550.49106503,36515.2968303578,1.00012794869371
"prediction[116,3]",1483.31775976091,54.8970598196752,10710.3349289063,0.143593704320874,8.4799295574441,63.0842088769386,417.709398737648,10852.4628200177,38063.4311254033,1.00003611738726
"prediction[116,4]",10420.3978944297,252.026552805945,45676.1259684257,1.34601520716934,76.7075074619544,573.301664193652,3837.72949169022,91231.2832511559,32846.2599442643,0.999938695101528
"prediction[116,5]",2627.69137432935,58.0450264575129,11224.8184802804,1.18514343658418,45.6084810926232,261.373082801631,1294.80157884556,20670.1745256551,37396.2992404027,0.999977886333087
"prediction[116,6]",521.709885970208,18.6654251856535,3553.70182074759,0.0855186343189295,3.752149367677,26.1694021503228,165.953123112596,3793.18953710213,36248.1790986672,0.999986496509335
"prediction[116,7]",227.044903934832,15.4897384673314,3013.64517791273,6.9286107617139e-05,0.0164497344255642,0.296828753213588,5.116517747905,884.858398210902,37852.6305042681,0.999993963244929
"prediction[116,8]",685.416711196858,18.8154837857806,3556.38493161896,0.0557867894791092,3.78529845073771,31.0642031034754,214.839493879522,5578.8280003184,35726.193333357,0.99997741077957
"prediction[116,9]",503.847916250763,25.5351397800086,4775.53699155902,0.00143785596130411,0.222134374617463,3.08482637868214,37.6022487300908,2859.32313549248,34975.8234366116,1.0000070143373
"prediction[116,10]",18218.981055873,157.606723043379,29356.8358090023,27.5421366883253,1071.60866544,5281.03932086047,20802.9741988318,115106.105596741,34695.1691497951,1.00010173855953
"prediction[116,11]",133.551455838314,5.7327838275537,1059.44063582836,0.00788556138416313,0.533946274887836,4.34814286044769,30.7224338728911,969.722951878851,34152.4702781998,0.999966671071824
"prediction[117,1]",6606.65122232112,88.1044147713861,16472.4376164595,0.662541324811216,72.2920784141167,596.643940326219,4023.29658496171,62775.5437037838,34955.8930121172,1.00004006082364
"prediction[117,2]",46820.9998579911,712.870552617984,135845.844924725,59.4068820161166,1529.80366685127,7536.88936383224,32913.750902477,365904.431535399,36313.7724871104,1.00012986375085
"prediction[117,3]",1502.90836035627,57.4136885299212,11213.3064334854,0.12089374374015,7.60109460775271,58.3855996145586,398.514825129921,10919.2949529932,38144.9002289692,1.00003606578339
"prediction[117,4]",10597.9886306385,256.984652163872,46605.2640302155,1.14182966458305,69.7447620887689,540.022080020825,3739.5465921898,93625.8712677047,32889.3712978069,0.999939547501809
"prediction[117,5]",2572.81997565127,58.2654634151715,11267.5571263202,1.00205335970155,40.6866900287333,239.779749367832,1217.05132738371,20342.4036201136,37397.0312526027,0.999978470375488
"prediction[117,6]",511.21692620696,19.0443333374233,3626.74687810418,0.069221752914032,3.22777654763932,23.2781794718691,152.397839949893,3685.93160677353,36266.2743747314,0.999986757427346
"prediction[117,7]",235.224360610877,15.860383561301,3080.46398833388,5.68855396090034e-05,0.0144436919209061,0.271028537446415,4.86179296570808,904.933304716604,37722.8850644552,0.999995739845807
"prediction[117,8]",680.74589718818,18.9835168358626,3586.77798934274,0.046456378506885,3.35711340978093,28.4578144297937,203.092354095558,5545.72030128443,35698.9669224474,0.999978968058268
"prediction[117,9]",526.0753967814,26.5898647652956,4968.43165706964,0.00120686846553467,0.200538235714945,2.8850756866957,36.5149066760716,2953.98510038989,34914.5447374906,1.00001295210474
"prediction[117,10]",18247.2980027903,156.202865409366,29167.3841371774,25.2066844861349,1038.12540382866,5244.33624021089,21018.1174316399,113981.315886616,34867.1917391933,1.00010065920715
"prediction[117,11]",134.05182470597,5.92823586769848,1096.4826318397,0.00651341289154622,0.471093962588688,3.96308330101106,28.9160272755774,963.578287808897,34209.9598484923,0.999968076968032
"prediction[118,1]",6756.00093110423,88.9346550852863,16654.4020493716,0.599457442697824,69.9562682919717,595.288914873861,4113.7326001619,64690.2435835767,35068.4070659954,1.0000390915322
"prediction[118,2]",50379.256152844,773.184256607169,146959.738095467,53.0681398698757,1478.60450851733,7573.24776516637,34323.0926529674,400389.360184645,36126.9030610007,1.00013078745856
"prediction[118,3]",1523.7454929873,60.010925610977,11732.3367166111,0.101890849128733,6.80984840762875,54.0323991343006,380.255121611261,10957.4121033673,38221.5580568226,1.00003597611738
"prediction[118,4]",10771.5993890722,261.478165169626,47454.7685068372,0.969375472113486,63.4344951088389,508.672725709415,3646.46881579718,96338.8911118439,32937.3656235524,0.999940442006583
"prediction[118,5]",2520.28612192958,58.469411587922,11307.5025698696,0.84726537845211,36.2835501187703,219.895389686082,1145.02454927842,19997.6114518542,37400.3738726028,0.999979052888119
"prediction[118,6]",501.469180607604,19.4344448269856,3702.04667476302,0.0563146769093758,2.77886407486244,20.7445161995558,140.222336176381,3567.6190879167,36286.0339135048,0.999986981195167
"prediction[118,7]",243.435973164316,16.2173940133915,3144.20694966567,4.65138315409784e-05,0.012697924464213,0.247552734197351,4.62827502555076,923.157678397833,37588.9426854907,0.99999759554504
"prediction[118,8]",676.224993938637,19.1378095712343,3614.49339884144,0.0386370093350228,2.97482935680302,26.0728170635825,192.034351543126,5512.68359504686,35670.5999709831,0.999980566024976
"prediction[118,9]",548.839152532817,27.636618742918,5159.63358226521,0.00101792630987798,0.181116178133212,2.69846827235196,35.479261063955,3060.27000138935,34855.2263080118,1.00001926855321
"prediction[118,10]",18255.3992617626,154.585855796746,28941.3400407411,23.0598923105351,1006.1478081516,5212.52464684524,21207.7827535149,112278.071516984,35050.7861131668,1.00009935847009
"prediction[118,11]",134.637501835182,6.12608573231784,1133.94821100952,0.00541841306749267,0.416008178289528,3.61662161226402,27.2005471804917,957.437061197732,34262.5987100361,0.999969419464153
"prediction[119,1]",6898.94083893781,89.6214615358558,16812.2857125602,0.542928359113131,67.7585476794791,593.353729833769,4210.21105505259,66456.5493993573,35190.8275388195,1.00003824625085
"prediction[119,2]",54117.3679973878,834.569880394961,158259.25609796,47.6197901096907,1430.71766593267,7609.6021315105,35753.8745787718,438854.203916237,35959.4322333823,1.00013041199107
"prediction[119,3]",1545.79794093389,62.6833828545711,12266.2999656846,0.0858423687557976,6.10434401769032,50.0084878175002,362.312749639662,11019.7383660568,38293.2572723546,1.00003584097941
"prediction[119,4]",10940.5736476112,265.516789295623,48225.6136897494,0.824304800379797,57.6954124948332,478.601851859727,3552.90550116247,99120.0618588566,32989.182249577,0.999941369359271
"prediction[119,5]",2469.93788918486,58.6555915602597,11344.3579408609,0.712069373464805,32.3698938877806,201.837557957453,1076.23995013899,19644.5980938155,37405.9771147597,0.999979633963081
"prediction[119,6]",492.417227634909,19.8352458002691,3779.48949796974,0.0456246321389025,2.39457990266645,18.4695300833098,128.826414395119,3460.17914995789,36307.0624730029,0.999987169409816
"prediction[119,7]",251.666685396882,16.5607477341786,3204.912142324,3.8035447479807e-05,0.0111563074158197,0.22622518713087,4.38723549325969,941.904861124328,37451.7722393784,0.999999506118835
"prediction[119,8]",671.831097598027,19.278534510128,3639.56878949021,0.0321769166948731,2.64013682947776,23.8833333269808,181.429792618339,5480.83427117189,35641.1599574058,0.999982206062002
"prediction[119,9]",572.10323769374,28.6766416230267,5349.53148777484,0.000859613793044268,0.163390420475203,2.53155038285537,34.460177278923,3161.86379438349,34799.6534035736,1.00002584603828
"prediction[119,10]",18243.8449401691,152.775204041111,28681.7430389775,21.105671947606,975.266511060219,5178.17511948121,21408.7271900361,110635.491885785,35245.6347564824,1.00009784913454
"prediction[119,11]",135.303236517702,6.32570078495936,1171.70786586673,0.00450602229717811,0.367399442602736,3.29803736186345,25.5954192541571,950.877231654484,34310.0538953537,0.999970694996005
"prediction[120,1]",7035.08371339921,90.1677614696478,16946.3328340891,0.49193001471917,65.4524053141489,590.717776270288,4304.88446302722,67942.9368987621,35322.2929452615,1.00003755408775
"prediction[120,2]",58022.7177072648,896.537346471972,169666.114109994,42.6852669241861,1385.79549984826,7657.87197169721,37275.0191842698,480188.62621158,35814.0516567655,1.00012850861185
"prediction[120,3]",1569.03092662581,65.4245867522986,12813.8517923346,0.0725464508870647,5.47193203154468,46.3347091373316,345.784084621698,11090.1468546975,38359.8956242195,1.00003565331841
"prediction[120,4]",11104.3173707155,269.114817674425,48919.5014520941,0.699833608464134,52.4643863527584,450.596965511614,3461.75024247536,101754.20468177,33043.7115789378,0.999942317723237
"prediction[120,5]",2421.63323306709,58.8227926871635,11377.842458618,0.599632181504528,28.905223630173,185.083342820714,1012.32838319998,19331.0708399847,37413.5185665505,0.999980213754433
"prediction[120,6]",484.015239883861,20.2461801090777,3858.95626772199,0.0369004857211703,2.06096782819461,16.4490444859173,118.442490209863,3366.55916154136,36329.0065446304,0.999987323553149
"prediction[120,7]",259.903741952798,16.8905421657336,3262.65023750807,3.11233802659513e-05,0.00980030821405482,0.206893537272706,4.16767861890034,960.960580139166,37312.4578520465,1.00000144085952
"prediction[120,8]",667.542952759741,19.4058910649544,3662.04746947559,0.0267225332374412,2.34106834217656,21.8991740670302,171.675582093474,5458.23710515228,35610.7205128377,0.99998388871709
"prediction[120,9]",595.828552516535,29.7114452149191,5538.39772448236,0.000724765300767607,0.147351736386665,2.37416034780394,33.4246814778198,3258.46871039405,34747.2729726973,1.00003254976063
"prediction[120,10]",18213.2755770315,150.790060143888,28391.5887335448,19.2577494404843,944.623005225458,5142.05573902362,21613.7314245778,108694.619817503,35451.4466526613,1.00009614540174
"prediction[120,11]",136.043759581673,6.52640702270423,1209.62403373319,0.00372146504329054,0.32428558257942,3.00671063660995,24.0752274571344,943.654059486253,34352.0376979133,0.999971900170948
